Label	Type	ID	Database	Comment
L-Glu	Metabolite	CHEBI:16015	ChEBI	
Pi	Metabolite	CHEBI:18367	ChEBI	
N-acetyl-L-glutamate
5-semialdehyde	Metabolite	CHEBI:16319	ChEBI	
Ac-CoA	Metabolite	CHEBI:15351	ChEBI	
AT2G19940	Unknown	AT2G19940	TAIR	
CoA-SH	Metabolite	CHEBI:15346	ChEBI	
CAP	Metabolite	CHEBI:17672	ChEBI	
ADP	Metabolite	CHEBI:16761	ChEBI	
ATP	Metabolite	CHEBI:15422	ChEBI	
2OG	Metabolite	CHEBI:30915	ChEBI	
L-Orn	Metabolite	CHEBI:15729	ChEBI	
ADP	Metabolite	CHEBI:16761	ChEBI	
CO2	Metabolite	CHEBI:16526	ChEBI	
N-acetylglutamyl-phosphate	Metabolite	CHEBI:16878	ChEBI	
NAcGlu	Metabolite	CHEBI:17533	ChEBI	
ATP	Metabolite	CHEBI:15422	ChEBI	
L-Asp	Metabolite	CHEBI:17053	ChEBI	
L-Glu	Metabolite	CHEBI:16015	ChEBI	
N-acetyl-L-ornithine	Metabolite	CHEBI:16543	ChEBI	
FUMA	Metabolite	CHEBI:37154	ChEBI	
Ornithine
carbamoyltransferase	Protein	5399145	Reactome	
AT3G57560	Unknown	AT3G57560	TAIR	
Homologues of
N-acetyl-gamma-glutamyl-phosphate
reductase 
(LOC_OS03G31690.1)	Unknown	5401258	Reactome	
Pi	Metabolite	CHEBI:18367	ChEBI	
NADP+	Metabolite	CHEBI:18009	ChEBI	
Pi	Metabolite	CHEBI:18367	ChEBI	
H2O	Metabolite	CHEBI:15377	ChEBI	
NADPH	Metabolite	CHEBI:16474	ChEBI	
AT5G10920	Protein	AT5G10920	TAIR	
L-Arg	Metabolite	CHEBI:16467	ChEBI	
ATP	Metabolite	CHEBI:15422	ChEBI	
AT4G24830	Unknown	AT4G24830	TAIR	
L-Cit	Metabolite	CHEBI:16349	ChEBI	
AT3G27740	Unknown	AT3G27740	TAIR	
PPi	Metabolite	CHEBI:29888	ChEBI	
N-(L-Arginino)succinate	Metabolite	CHEBI:15682	ChEBI	
AMP	Metabolite	CHEBI:16027	ChEBI	
L-Glu	Metabolite	CHEBI:16015	ChEBI	
AT1G80600	Unknown	AT1G80600	TAIR	
L-Gln	Metabolite	CHEBI:18050	ChEBI	
