Label	Type	ID	Database	Comment
NAD(P)+	Unknown	REACT_20200	Reactome	
H2O	Metabolite	CHEBI:15377	ChEBI	
NAD(P)H	Unknown	REACT_20158	Reactome	
NAD(P)H	Unknown	REACT_20158	Reactome	
AT1G20050	Protein	AT1G20050	TAIR	
PPi	Metabolite	CHEBI:29888	ChEBI	
	Metabolite			
	Metabolite			
H2O	Metabolite	CHEBI:15377	ChEBI	
H2O	Metabolite	CHEBI:15377	ChEBI	
	Metabolite			
SQNE	Metabolite	CHEBI:15440	ChEBI	
H2O	Metabolite	CHEBI:15377	ChEBI	
NAD(P)H	Unknown	REACT_20158	Reactome	
Homologues of fatty
acid hydroxylase
(LOC_OS11G48020.1)	Protein	5398365	Reactome	
NAD(P)+	Unknown	REACT_20200	Reactome	
NAD(P)H	Unknown	REACT_20158	Reactome	
O2	Metabolite	CHEBI:15379	ChEBI	
ZSOL	Metabolite	CHEBI:18252	ChEBI	
Homologues of fatty
acid hydroxylase
(LOC_OS11G48020.1)	Protein	5398365	Reactome	
lathosterol	Metabolite	CHEBI:17168	ChEBI	
Homologues of fatty
acid hydroxylase
(LOC_OS11G48020.1)	Protein	5398365	Reactome	
	Metabolite			
NAD(P)+	Unknown	REACT_20200	Reactome	
O2	Metabolite	CHEBI:15379	ChEBI	
PSQPP	Metabolite	CHEBI:15442	ChEBI	
NAD(P)+	Unknown	REACT_20200	Reactome	
O2	Metabolite	CHEBI:15379	ChEBI	
NAD(P)H	Unknown	REACT_20158	Reactome	
O2	Metabolite	CHEBI:15379	ChEBI	
	Metabolite			
H2O	Metabolite	CHEBI:15377	ChEBI	
O2	Metabolite	CHEBI:15379	ChEBI	
FAPP	Metabolite	CHEBI:17407	ChEBI	
	Metabolite			
H2O	Metabolite	CHEBI:15377	ChEBI	
Homologues of fatty
acid hydroxylase
(LOC_OS11G48020.1)	Protein	5398365	Reactome	
	Metabolite			
Homologues of
squalene synthetase
(LOC_OS07G10130.1)	Protein	5398522	Reactome	
Homologues of fatty
acid hydroxylase
(LOC_OS11G48020.1)	Protein	5398365	Reactome	
NAD(P)+	Unknown	REACT_20200	Reactome	
Homologues of fatty
acid hydroxylase
(LOC_OS11G48020.1)	Protein	5398365	Reactome	
NAD(P)H	Unknown	REACT_20158	Reactome	
NAD(P)H	Unknown	REACT_20158	Reactome	
O2	Metabolite	CHEBI:15379	ChEBI	
NAD(P)+	Unknown	REACT_20200	Reactome	
NAD(P)+	Unknown	REACT_20200	Reactome	
	Metabolite			
PPi	Metabolite	CHEBI:29888	ChEBI	
Homologues of
squalene synthetase
(LOC_OS07G10130.1)	Protein	5398522	Reactome	
