ID	Database
22722607	Pubmed
9673446	Pubmed
11304796	Pubmed
10430883	Pubmed
15620693	Pubmed
17113861	Pubmed
11042166	Pubmed
9417100	Pubmed
15560372	Pubmed
11821425	Pubmed
15486459	Pubmed
11283017	Pubmed
2373995	Pubmed
14699049	Pubmed
22172424	Pubmed
23329833	Pubmed
9915862	Pubmed
10753916	Pubmed
1329093	Pubmed
11062056	Pubmed
23125099	Pubmed
22223806	Pubmed
18537974	Pubmed
24643043	Pubmed
9435216	Pubmed
11709191	Pubmed
23929950	Pubmed
24925318	Pubmed
9988682	Pubmed
22588082	Pubmed
11067851	Pubmed
16464858	Pubmed
14724282	Pubmed
23453667	Pubmed
12855678	Pubmed
10330415	Pubmed
25544610	Pubmed
19796186	Pubmed
23889335	Pubmed
8611500	Pubmed
8333853	Pubmed
10504389	Pubmed
8920913	Pubmed
25138275	Pubmed
10742600	Pubmed
9295285	Pubmed
22183981	Pubmed
9394011	Pubmed
22958903	Pubmed
