Label	Type	ID	Database	Comment
PYR	Metabolite	CHEBI:15361	ChEBI	
2OG	Metabolite	CHEBI:16810	ChEBI	
PXLP-K341-GPT2 dimer	Complex	R-HSA-507753	Reactome	
PXLP-K314-GPT dimer	Complex	R-HSA-70521	Reactome	
L-Glu	Metabolite	CHEBI:29985	ChEBI	
2OG	Metabolite	CHEBI:16810	ChEBI	
PXLP-K341-GPT2-1 	Protein	Q8TD30-1	Uniprot-TrEMBL	
PXLP-K314-GPT 	Protein	P24298	Uniprot-TrEMBL	
L-Ala	Metabolite	CHEBI:57972	ChEBI	
PYR	Metabolite	CHEBI:15361	ChEBI	
L-Glu	Metabolite	CHEBI:29985	ChEBI	
L-Ala	Metabolite	CHEBI:57972	ChEBI	
