ID	Database
12568659	Pubmed
18660845	Pubmed
11780753	Pubmed
16186415	Pubmed
15546855	Pubmed
12504846	Pubmed
17635959	Pubmed
8457197	Pubmed
10987651	Pubmed
11780755	Pubmed
9354798	Pubmed
9751501	Pubmed
11741323	Pubmed
15033637	Pubmed
16154905	Pubmed
11583593	Pubmed
14614622	Pubmed
1415574	Pubmed
12590146	Pubmed
14739288	Pubmed
18327257	Pubmed
10860667	Pubmed
21107422	Pubmed
26650681	Pubmed
22212718	Pubmed
11832379	Pubmed
11247674	Pubmed
10821868	Pubmed
16550171	Pubmed
10970791	Pubmed
15607332	Pubmed
11994746	Pubmed
1756912	Pubmed
2656669	Pubmed
1918382	Pubmed
11245466	Pubmed
22521588	Pubmed
14997204	Pubmed
12885248	Pubmed
20616166	Pubmed
11133510	Pubmed
11681785	Pubmed
11425315	Pubmed
15902306	Pubmed
1562197	Pubmed
