Label	Type	ID	Database	Comment
POU5F1 	Protein	Q01860	Uniprot-TrEMBL	
DKK1 gene 	Protein	ENSG00000107984	Ensembl	
NANOG	Protein	Q9H9S0	Uniprot-TrEMBL	
POU5F1:SOX2:NANOG:CDX2 gene	Complex	R-HSA-2889022	Reactome	
POU5F1 	Protein	Q01860	Uniprot-TrEMBL	
POU5F1:SOX2:NANOG:DKK1 gene	Complex	R-HSA-2888998	Reactome	
POU5F1:SOX2:NANOG:GSC gene	Complex	R-HSA-2889033	Reactome	
NANOG 	Protein	Q9H9S0	Uniprot-TrEMBL	
POU5F1 	Protein	Q01860	Uniprot-TrEMBL	
NANOG 	Protein	Q9H9S0	Uniprot-TrEMBL	
POU5F1 	Protein	Q01860	Uniprot-TrEMBL	
POU5F1	Protein	Q01860	Uniprot-TrEMBL	
SOX2 	Protein	P48431	Uniprot-TrEMBL	
HHEX gene	GeneProduct	ENSG00000152804	Ensembl	
GATA6 gene	GeneProduct	ENSG00000141448	Ensembl	
DKK1 gene	GeneProduct	ENSG00000107984	Ensembl	
POU5F1:NANOG:GATA6
gene	Complex	R-HSA-2889009	Reactome	
SOX2 	Protein	P48431	Uniprot-TrEMBL	
EOMES gene	GeneProduct	ENSG00000163508	Ensembl	
NANOG 	Protein	Q9H9S0	Uniprot-TrEMBL	
NANOG 	Protein	Q9H9S0	Uniprot-TrEMBL	
EOMES gene 	Protein	ENSG00000163508	Ensembl	
TSC22D1 gene 	Protein	ENSG00000102804	Ensembl	
TSC22D1 gene	GeneProduct	ENSG00000102804	Ensembl	
SOX2	Protein	P48431	Uniprot-TrEMBL	
NANOG 	Protein	Q9H9S0	Uniprot-TrEMBL	
SOX2 	Protein	P48431	Uniprot-TrEMBL	
POU5F1 	Protein	Q01860	Uniprot-TrEMBL	
GATA6 gene 	Protein	ENSG00000141448	Ensembl	
SOX2 	Protein	P48431	Uniprot-TrEMBL	
NANOG 	Protein	Q9H9S0	Uniprot-TrEMBL	
SOX2 	Protein	P48431	Uniprot-TrEMBL	
CDX2 gene	GeneProduct	ENSG00000165556	Ensembl	
POU5F1:SOX2:NANOG:HHEX gene	Complex	R-HSA-2889020	Reactome	
GSC gene	GeneProduct	ENSG00000133937	Ensembl	
SOX2 	Protein	P48431	Uniprot-TrEMBL	
HHEX gene 	Protein	ENSG00000152804	Ensembl	
CDX2 gene 	Protein	ENSG00000165556	Ensembl	
POU5F1 	Protein	Q01860	Uniprot-TrEMBL	
POU5F1 	Protein	Q01860	Uniprot-TrEMBL	
GSC gene 	Protein	ENSG00000133937	Ensembl	
NANOG 	Protein	Q9H9S0	Uniprot-TrEMBL	
POU5F1:SOX2:NANOG:TSC22D1 gene	Complex	R-HSA-2889006	Reactome	
POU5F1:SOX2:NANOG:EOMES gene	Complex	R-HSA-2889000	Reactome	
