Label	Type	ID	Database	Comment
MurNAc:Peptide	Complex	R-ALL-6788991	Reactome	
OSCN-	Metabolite	CHEBI:133907	ChEBI	
MPO (165-278) 	Protein	P05164	Uniprot-TrEMBL	
GlcNAc(1-->4)MurNAc:L-Ala-gamma-D-Glu-L-Lys-(D-Ala)2 	Unknown	R-ALL-6788957	Reactome	
ferriheme b(1-) 	Metabolite	CHEBI:55376	ChEBI	
Peptide 	Metabolite	CHEBI:16670	ChEBI	
peptidoglycan-chloramide	Complex	R-ALL-6789095	Reactome	
H2O2	Metabolite	CHEBI:16240	ChEBI	
Peptidyl-Lys-NCl2	Unknown	R-ALL-9625918	Reactome	
H2O	Metabolite	CHEBI:15377	ChEBI	
MPO (165-278) 	Protein	P05164	Uniprot-TrEMBL	
SCN(-)	Metabolite	CHEBI:18022	ChEBI	
H2O	Metabolite	CHEBI:15377	ChEBI	
GlcNAc-(1-->4)-MurNAc-L-Ala-gamma-D-Glu-N(6)-(beta-D-Asp)-L-Lys-(D-Ala) 	Unknown	R-ALL-8862291	Reactome	
nitrite	Metabolite	CHEBI:16301	ChEBI	
Lipid-Cl	Unknown	R-ALL-6789104	Reactome	
Cell surface 	Unknown	R-ALL-983438	Reactome	This entity is intended to represent any molecule that might be at the outer cell surface of any cell, host or microbial.
GlcNAc(1-->4)MurNAc:L-Ala-gamma-D-Glu-L-Lys-(D-Ala)2 	Unknown	R-ALL-6788957	Reactome	
H2O	Metabolite	CHEBI:15377	ChEBI	
LPO:ferriheme	Complex	R-HSA-8855484	Reactome	
H2O	Metabolite	CHEBI:15377	ChEBI	
MPO (279-745) 	Protein	P05164	Uniprot-TrEMBL	
HOCl 	Metabolite	CHEBI:24757	ChEBI	
H2O	Metabolite	CHEBI:15377	ChEBI	
H2O	Metabolite	CHEBI:15377	ChEBI	
MPO:ferriheme:bacterial cell surface	Complex	R-HSA-6789102	Reactome	
Peptidyl-Lys-NHCl	Unknown	R-ALL-9625899	Reactome	
NO2	Metabolite	CHEBI:33101	ChEBI	
Peptidyl-Cys-SOH	Unknown	R-ALL-9626211	Reactome	
H2O	Metabolite	CHEBI:15377	ChEBI	
Cl-	Metabolite	CHEBI:17996	ChEBI	
H+	Metabolite	CHEBI:15378	ChEBI	
nitryl chloride 	Metabolite	CHEBI:142774	ChEBI	
Cl-	Metabolite	CHEBI:17996	ChEBI	
ferriheme b(1-) 	Metabolite	CHEBI:55376	ChEBI	
MurNAc 	Metabolite	CHEBI:21615	ChEBI	
Peptidyl-Cys-SH	Unknown	R-ALL-9625549	Reactome	
GlcNAc-(1-->4)-MurNAc-L-Ala-gamma-D-Glu-N(6)-(beta-D-Asp)-L-Lys-(D-Ala) 	Unknown	R-ALL-8862291	Reactome	
Peptidyl-Cys-SH	Unknown	R-ALL-9626215	Reactome	
Cl-	Metabolite	CHEBI:17996	ChEBI	
Peptidyl-Cys-SCl	Unknown	R-ALL-9625544	Reactome	
H2O	Metabolite	CHEBI:15377	ChEBI	
betaGlcNAc	Metabolite	CHEBI:28009	ChEBI	
MPO:ferriheme	Complex	R-HSA-6789030	Reactome	
MPO (279-745) 	Protein	P05164	Uniprot-TrEMBL	
Peptidyl-Lys-NH2	Unknown	R-ALL-9625903	Reactome	
Cell surface	Unknown	R-ALL-983438	Reactome	This entity is intended to represent any molecule that might be at the outer cell surface of any cell, host or microbial.
peptidoglycan-NHAc	Complex	R-ALL-6788960	Reactome	
HOCl, NO2Cl	Complex	R-ALL-6789020	Reactome	
HOCl	Metabolite	CHEBI:24757	ChEBI	
H+	Metabolite	CHEBI:15378	ChEBI	
HOCl	Metabolite	CHEBI:24757	ChEBI	
LPO 	Protein	P22079	Uniprot-TrEMBL	
H2O	Metabolite	CHEBI:15377	ChEBI	
Unsaturated lipid	Unknown	R-ALL-6788963	Reactome	
H2O2	Metabolite	CHEBI:16240	ChEBI	
Fe2+	Metabolite	CHEBI:29033	ChEBI	
ROS and RNS
production in
