Label	Type	ID	Database	Comment
PAX6	Protein	P26367	Uniprot-TrEMBL	
INS gene 	Protein	ENSG00000254647	Ensembl	
FGF10	Protein	O15520	Uniprot-TrEMBL	
CREBBP 	Protein	Q92793	Uniprot-TrEMBL	
p-T24,S256,S319-FOXO1	Protein	Q12778	Uniprot-TrEMBL	
KAT2A 	Protein	Q92830	Uniprot-TrEMBL	
NR5A2 gene	GeneProduct	ENSG00000116833	Ensembl	
HNF4A
(pancreas-specific)	Complex	R-HSA-211468	Reactome	
MAMLD1 	Protein	Q13495	Uniprot-TrEMBL	
HNF1B gene	GeneProduct	ENSG00000275410	Ensembl	
p-T,p-S-AKT	Complex	R-HSA-202072	Reactome	
RFX6 	Protein	Q8HWS3	Uniprot-TrEMBL	
MAML1 	Protein	Q92585	Uniprot-TrEMBL	
INS(25-110)	Protein	P01308	Uniprot-TrEMBL	
FOXA3 gene	GeneProduct	ENSG00000170608	Ensembl	
HNF1A	Protein	P20823	Uniprot-TrEMBL	
RFX6:INS gene	Complex	R-HSA-8931797	Reactome	
ADP	Metabolite	CHEBI:456216	ChEBI	
ONECUT1	Protein	Q9UBC0	Uniprot-TrEMBL	
GCK	Protein	P35557	Uniprot-TrEMBL	
NEUROG3	Protein	Q9Y4Z2	Uniprot-TrEMBL	
HNF4A-7 	Protein	P41235-7	Uniprot-TrEMBL	
NR5A2-1	Protein	O00482-1	Uniprot-TrEMBL	
MAML3 	Protein	Q96JK9	Uniprot-TrEMBL	
FOXA2	Protein	Q9Y261	Uniprot-TrEMBL	
NKX2-2	Protein	O95096	Uniprot-TrEMBL	
NKX2-2 gene	GeneProduct	ENSG00000125820	Ensembl	
NKX6-1	Protein	P78426	Uniprot-TrEMBL	
NKX2-2	Protein	O95096	Uniprot-TrEMBL	
PDX1	Protein	P52945	Uniprot-TrEMBL	
SLC2A2 gene	GeneProduct	ENSG00000163581	Ensembl	
NICD1 	Protein	P46531	Uniprot-TrEMBL	
NOTCH1 Coactivator
Complex:HES1 Gene	Complex	R-HSA-4396364	Reactome	
NKX6-1 gene	GeneProduct	ENSG00000163623	Ensembl	
PDX1 gene	GeneProduct	ENSG00000139515	Ensembl	
HNF4G	Protein	Q14541	Uniprot-TrEMBL	
HES1 gene	GeneProduct	ENSG00000114315	Ensembl	
RBPJ 	Protein	Q06330	Uniprot-TrEMBL	
HES1	Protein	Q14469	Uniprot-TrEMBL	
NEUROD1 gene	GeneProduct	ENSG00000162992	Ensembl	
INSM1 gene	GeneProduct	ENSG00000173404	Ensembl	
HNF4A gene	GeneProduct	ENSG00000101076	Ensembl	
p-T24,S256,S319-FOXO1	Protein	Q12778	Uniprot-TrEMBL	
HNF4A-6 	Protein	P41235-6	Uniprot-TrEMBL	
PAX4	Protein	O43316	Uniprot-TrEMBL	
HNF4G gene	GeneProduct	ENSG00000164749	Ensembl	
ONECUT3 gene	GeneProduct	ENSG00000205922	Ensembl	
HNF1B	Protein	P35680	Uniprot-TrEMBL	
ONECUT3	Protein	O60422	Uniprot-TrEMBL	
MAFA	Protein	Q8NHW3	Uniprot-TrEMBL	
PTF1A	Protein	Q7RTS3	Uniprot-TrEMBL	
NEUROD1	Protein	Q13562	Uniprot-TrEMBL	
ATP	Metabolite	CHEBI:30616	ChEBI	
NKX6-1 gene	GeneProduct	ENSG00000163623	Ensembl	
PKLR gene	GeneProduct	ENSG00000143627	Ensembl	
PKLR-2	Protein	P30613-2	Uniprot-TrEMBL	
PTF1A gene	GeneProduct	ENSG00000168267	Ensembl	
EP300 	Protein	Q09472	Uniprot-TrEMBL	
KAT2B 	Protein	Q92831	Uniprot-TrEMBL	
SLC2A2	Protein	P11168	Uniprot-TrEMBL	
FOXO1	Protein	Q12778	Uniprot-TrEMBL	
PAX4 gene	GeneProduct	ENSG00000106331	Ensembl	
MAML2 	Protein	Q8IZL2	Uniprot-TrEMBL	
p-T308,S473-AKT1 	Protein	P31749	Uniprot-TrEMBL	
ONECUT1	Protein	Q9UBC0	Uniprot-TrEMBL	
GCK gene	GeneProduct	ENSG00000106633	Ensembl	
NEUROD1	Protein	Q13562	Uniprot-TrEMBL	
INSM1	Protein	Q01101	Uniprot-TrEMBL	
p-T305,S472-AKT3 	Protein	Q9Y243	Uniprot-TrEMBL	
FOXA3	Protein	P55318	Uniprot-TrEMBL	
NKX6-1	Protein	P78426	Uniprot-TrEMBL	
IAPP(1-828)	Protein	P10997	Uniprot-TrEMBL	
ONECUT1 gene	GeneProduct	ENSG00000169856	Ensembl	
PDX1	Protein	P52945	Uniprot-TrEMBL	
ONECUT3	Protein	O60422	Uniprot-TrEMBL	
p-T309,S474-AKT2 	Protein	P31751	Uniprot-TrEMBL	
NEUROG3 gene	GeneProduct	ENSG00000122859	Ensembl	
INS gene	GeneProduct	ENSG00000254647	Ensembl	
SNW1 	Protein	Q13573	Uniprot-TrEMBL	
HNF4A-5 	Protein	P41235-5	Uniprot-TrEMBL	
HES1 gene 	Protein	ENSG00000114315	Ensembl	
IAPP gene	GeneProduct	ENSG00000121351	Ensembl	
PDX1	Protein	P52945	Uniprot-TrEMBL	
