ID	Database
25992210	Pubmed
18391968	Pubmed
14981546	Pubmed
29309929	Pubmed
31066629	Pubmed
8145851	Pubmed
23168613	Pubmed
19438505	Pubmed
24525236	Pubmed
28086240	Pubmed
16684964	Pubmed
16627759	Pubmed
11090077	Pubmed
23103841	Pubmed
26895103	Pubmed
24705897	Pubmed
22952242	Pubmed
27795560	Pubmed
16761019	Pubmed
17764812	Pubmed
19345670	Pubmed
17446348	Pubmed
19276253	Pubmed
17668209	Pubmed
27256702	Pubmed
15003515	Pubmed
12796379	Pubmed
10698507	Pubmed
26308771	Pubmed
21072051	Pubmed
29880609	Pubmed
27666490	Pubmed
18192505	Pubmed
21262971	Pubmed
22438257	Pubmed
18787071	Pubmed
11094066	Pubmed
28522571	Pubmed
16266983	Pubmed
10783894	Pubmed
21389326	Pubmed
26716518	Pubmed
12468433	Pubmed
15498859	Pubmed
23246379	Pubmed
11027663	Pubmed
23548639	Pubmed
19477218	Pubmed
29964125	Pubmed
28851395	Pubmed
28576946	Pubmed
12024036	Pubmed
27458164	Pubmed
15356145	Pubmed
9918857	Pubmed
29507660	Pubmed
30370255	Pubmed
10469654	Pubmed
31359998	Pubmed
17110436	Pubmed
23300935	Pubmed
19064725	Pubmed
30552988	Pubmed
17356133	Pubmed
20111072	Pubmed
22411868	Pubmed
26515730	Pubmed
8479541	Pubmed
10102273	Pubmed
30651634	Pubmed
14984498	Pubmed
9737679	Pubmed
11290608	Pubmed
30332834	Pubmed
26891877	Pubmed
16410449	Pubmed
18068628	Pubmed
16990784	Pubmed
18483393	Pubmed
15256420	Pubmed
15178581	Pubmed
12969963	Pubmed
19805105	Pubmed
21827948	Pubmed
8493579	Pubmed
7692230	Pubmed
26848862	Pubmed
17268528	Pubmed
28751768	Pubmed
24854988	Pubmed
30559310	Pubmed
29025582	Pubmed
28028030	Pubmed
21705501	Pubmed
28611190	Pubmed
22942183	Pubmed
17254966	Pubmed
10323868	Pubmed
19075005	Pubmed
23707526	Pubmed
29062038	Pubmed
12529668	Pubmed
24227820	Pubmed
12351406	Pubmed
11756186	Pubmed
22858906	Pubmed
25597754	Pubmed
21388974	Pubmed
17496910	Pubmed
21167873	Pubmed
22569528	Pubmed
17496919	Pubmed
19091303	Pubmed
12068308	Pubmed
17496923	Pubmed
21372320	Pubmed
22177953	Pubmed
15520807	Pubmed
20674547	Pubmed
24937142	Pubmed
22535895	Pubmed
