ID	Database
18989317	Pubmed
17683970	Pubmed
17395582	Pubmed
18701081	Pubmed
17942531	Pubmed
16214811	Pubmed
19881509	Pubmed
16914100	Pubmed
10581243	Pubmed
19479062	Pubmed
12133833	Pubmed
19125153	Pubmed
16699525	Pubmed
16715065	Pubmed
9822609	Pubmed
18200010	Pubmed
18761323	Pubmed
16618810	Pubmed
11717445	Pubmed
12884866	Pubmed
16585540	Pubmed
18591409	Pubmed
17600090	Pubmed
19531363	Pubmed
19484123	Pubmed
19017631	Pubmed
20403326	Pubmed
17392790	Pubmed
18636086	Pubmed
18467330	Pubmed
20627800	Pubmed
10723127	Pubmed
27701768	Pubmed
17047224	Pubmed
20434986	Pubmed
11244049	Pubmed
19893624	Pubmed
20043992	Pubmed
11073981	Pubmed
15361868	Pubmed
19668221	Pubmed
17327220	Pubmed
17991829	Pubmed
10082512	Pubmed
9541017	Pubmed
9463386	Pubmed
16153868	Pubmed
16846591	Pubmed
12692549	Pubmed
20304918	Pubmed
16281057	Pubmed
16306936	Pubmed
16125763	Pubmed
16127453	Pubmed
18307765	Pubmed
12604599	Pubmed
18057259	Pubmed
11002417	Pubmed
9689078	Pubmed
12221085	Pubmed
19666475	Pubmed
9008162	Pubmed
12107169	Pubmed
14703513	Pubmed
17526488	Pubmed
15145317	Pubmed
16056267	Pubmed
16858409	Pubmed
17190786	Pubmed
15208624	Pubmed
9660935	Pubmed
7538907	Pubmed
26136565	Pubmed
17460044	Pubmed
9751060	Pubmed
10893415	Pubmed
9865693	Pubmed
14555995	Pubmed
14555996	Pubmed
9425112	Pubmed
21187438	Pubmed
18548002	Pubmed
23592984	Pubmed
26311867	Pubmed
22912574	Pubmed
27288441	Pubmed
16782388	Pubmed
