ID	Database
16368276	Pubmed
17031663	Pubmed
22732495	Pubmed
22812528	Pubmed
22918591	Pubmed
25218447	Pubmed
21554500	Pubmed
22464730	Pubmed
18946085	Pubmed
20663916	Pubmed
12832072	Pubmed
10862613	Pubmed
22457066	Pubmed
25114211	Pubmed
21167178	Pubmed
15931174	Pubmed
15989970	Pubmed
11709553	Pubmed
12149243	Pubmed
10759568	Pubmed
19596686	Pubmed
18394993	Pubmed
18381449	Pubmed
17183683	Pubmed
24782567	Pubmed
12383504	Pubmed
19721078	Pubmed
11853669	Pubmed
12791264	Pubmed
15502822	Pubmed
12196509	Pubmed
10087256	Pubmed
9556629	Pubmed
23511206	Pubmed
27081075	Pubmed
26046137	Pubmed
27081072	Pubmed
