Label	Type	ID	Database	Comment
SOD1 	Protein	P00441	Uniprot-TrEMBL	
PRDX5 	Protein	P30044-2	Uniprot-TrEMBL	
PRDX5-1	Protein	P30044-1	Uniprot-TrEMBL	
GSR-2 	Protein	P00390-2	Uniprot-TrEMBL	
H2O2	Metabolite	CHEBI:16240	ChEBI	
AQP8 	Protein	O94778	Uniprot-TrEMBL	
2xSOD1:CCS:Zn2+:2xCu1+ dimer	Complex	R-HSA-8951722	Reactome	
PRDX1 	Protein	Q06830	Uniprot-TrEMBL	
Mn2+ 	Metabolite	CHEBI:29035	ChEBI	
CCS dimer	Complex	R-HSA-3780978	Reactome	
FAD 	Metabolite	CHEBI:16238	ChEBI	
GSH	Metabolite	CHEBI:16856	ChEBI	
GSR dimer	Complex	R-HSA-3323075	Reactome	
PRDX2 	Protein	P32119	Uniprot-TrEMBL	
O2	Metabolite	CHEBI:15379	ChEBI	
P4HB	Protein	P07237	Uniprot-TrEMBL	
SOD3 	Protein	P08294	Uniprot-TrEMBL	
CCS:SOD1 dimer	Complex	R-HSA-3780962	Reactome	
H+	Metabolite	CHEBI:15378	ChEBI	
O2-	Metabolite	CHEBI:18421	ChEBI	
L-selenocysteine residue-GPX1 	Protein	P07203	Uniprot-TrEMBL	
SOD1 	Protein	P00441	Uniprot-TrEMBL	
H2O	Metabolite	CHEBI:15377	ChEBI	
GSR-1 	Protein	P00390-1	Uniprot-TrEMBL	
CAT tetramer	Complex	R-HSA-76028	Reactome	
O2	Metabolite	CHEBI:15379	ChEBI	
SOD1 	Protein	P00441	Uniprot-TrEMBL	
CYBA 	Protein	P13498	Uniprot-TrEMBL	
H2O	Metabolite	CHEBI:15377	ChEBI	
H2O	Metabolite	CHEBI:15377	ChEBI	
Zn2+	Metabolite	CHEBI:29105	ChEBI	
CCS 	Protein	O14618	Uniprot-TrEMBL	
GMP	Metabolite	CHEBI:17345	ChEBI	
SOD3 tetramer	Complex	R-HSA-3299688	Reactome	
TXNRD2 dimer	Complex	R-HSA-3323058	Reactome	
Nitrite	Metabolite	CHEBI:16301	ChEBI	
Cu1+ 	Metabolite	CHEBI:49552	ChEBI	
PRDX6 	Protein	P30041	Uniprot-TrEMBL	
Cu1+ 	Metabolite	CHEBI:49552	ChEBI	
Cu2+ 	Metabolite	CHEBI:29036	ChEBI	
H+	Metabolite	CHEBI:15378	ChEBI	
SOD1 	Protein	P00441	Uniprot-TrEMBL	
2xHC-TXN	Protein	P10599	Uniprot-TrEMBL	
SOD1:Zn2+	Complex	R-HSA-3299732	Reactome	
FAD 	Metabolite	CHEBI:16238	ChEBI	
NADP+	Metabolite	CHEBI:18009	ChEBI	
2xHC-SOD1 	Protein	P00441	Uniprot-TrEMBL	
ATP7A	Protein	Q04656	Uniprot-TrEMBL	
NADPH	Metabolite	CHEBI:16474	ChEBI	
Zn2+ 	Metabolite	CHEBI:29105	ChEBI	
NCF4 	Protein	Q15080	Uniprot-TrEMBL	
H+	Metabolite	CHEBI:15378	ChEBI	
CCS 	Protein	O14618	Uniprot-TrEMBL	
ATOX1	Protein	O00244	Uniprot-TrEMBL	
Cytochrome c
(reduced)	Complex	R-HSA-352609	Reactome	
PRDX5-1 	Protein	P30044-1	Uniprot-TrEMBL	
GSH	Metabolite	CHEBI:16856	ChEBI	
TXNRD1 	Protein	Q16881	Uniprot-TrEMBL	
CCS 	Protein	O14618	Uniprot-TrEMBL	
NADPH	Metabolite	CHEBI:16474	ChEBI	
Zn2+ 	Metabolite	CHEBI:29105	ChEBI	
NO	Metabolite	CHEBI:16480	ChEBI	
GPX5, (GPX6)	Complex	R-HSA-6800144	Reactome	
ERO1L:GPX7,8	Complex	R-HSA-3341375	Reactome	
H2O	Metabolite	CHEBI:15377	ChEBI	
O2	Metabolite	CHEBI:15379	ChEBI	
Zn2+ 	Metabolite	CHEBI:29105	ChEBI	
ferroheme 	Metabolite	CHEBI:38573	ChEBI	
PRDX3 	Protein	P30048	Uniprot-TrEMBL	
HC53,56-P4HB	Protein	P07237	Uniprot-TrEMBL	
PRDX1,2,5	Complex	R-HSA-3341359	Reactome	
SOD3 	Protein	P08294	Uniprot-TrEMBL	
L-selenocysteine-residue-GPX2 	Protein	P18283	Uniprot-TrEMBL	
Nitrite	Metabolite	CHEBI:16301	ChEBI	
NOX5 	Protein	Q96PH1	Uniprot-TrEMBL	
CCS:Zn2+:2xCu1+
dimer	Complex	R-HSA-3697845	Reactome	
NADPH 	Metabolite	CHEBI:16474	ChEBI	
NADP+	Metabolite	CHEBI:18009	ChEBI	
CYCS 	Protein	P99999	Uniprot-TrEMBL	
NOX4, NOX5	Complex	R-HSA-6809211	Reactome	
H+	Metabolite	CHEBI:15378	ChEBI	
SOD3 (19-227) 	Protein	P08294	Uniprot-TrEMBL	
GPX6 	Protein	P59796	Uniprot-TrEMBL	
CCS:Zn2+:2xCu1+:SOD1:Zn2+	Complex	R-HSA-3299706	Reactome	
Zn2+ 	Metabolite	CHEBI:29105	ChEBI	
H2O2	Metabolite	CHEBI:16240	ChEBI	
Pi	Metabolite	CHEBI:43474	ChEBI	
H2O2	Metabolite	CHEBI:16240	ChEBI	
2xHC-TXN2	Protein	Q99757	Uniprot-TrEMBL	
CYBB 	Protein	P04839	Uniprot-TrEMBL	
NADP+	Metabolite	CHEBI:18009	ChEBI	
AQP8 tetramer	Complex	R-HSA-3779353	Reactome	
H+	Metabolite	CHEBI:15378	ChEBI	
O2.-	Metabolite	CHEBI:18421	ChEBI	
Cu2+ 	Metabolite	CHEBI:29036	ChEBI	
SOD1 	Protein	P00441	Uniprot-TrEMBL	
NOX2 complex	Complex	R-HSA-1222368	Reactome	
Zn2+ 	Metabolite	CHEBI:29105	ChEBI	
H+	Metabolite	CHEBI:15378	ChEBI	
H2O	Metabolite	CHEBI:15377	ChEBI	
GPX2 tetramer	Complex	R-HSA-2142735	Reactome	
NADP+	Metabolite	CHEBI:18009	ChEBI	
Zn2+ 	Metabolite	CHEBI:29105	ChEBI	
H2O	Metabolite	CHEBI:15377	ChEBI	
L-selenoC73-GPX3 	Protein	P22352	Uniprot-TrEMBL	
heme 	Metabolite	CHEBI:17627	ChEBI	
ADP	Metabolite	CHEBI:456216	ChEBI	
O2.-	Metabolite	CHEBI:18421	ChEBI	
Cu2+ 	Metabolite	CHEBI:29036	ChEBI	
H2O	Metabolite	CHEBI:15377	ChEBI	
CCS 	Protein	O14618	Uniprot-TrEMBL	
GSH	Metabolite	CHEBI:16856	ChEBI	
ERO1L 	Protein	Q96HE7	Uniprot-TrEMBL	
FAD 	Metabolite	CHEBI:16238	ChEBI	
Zn2+ 	Metabolite	CHEBI:29105	ChEBI	
Zn2+ 	Metabolite	CHEBI:29105	ChEBI	
ATP	Metabolite	CHEBI:30616	ChEBI	
Zn2+ 	Metabolite	CHEBI:29105	ChEBI	
Peroxynitrite	Metabolite	CHEBI:25941	ChEBI	
Zn2+ 	Metabolite	CHEBI:29105	ChEBI	
PRDX3,5	Complex	R-HSA-3323011	Reactome	
GPX7 	Protein	Q96SL4	Uniprot-TrEMBL	
Zn2+ 	Metabolite	CHEBI:29105	ChEBI	
SOD1:Zn2+	Complex	R-HSA-3780986	Reactome	
GSTP1 	Protein	P09211	Uniprot-TrEMBL	
GPX1 tetramer	Complex	R-HSA-3323016	Reactome	
NADPH	Metabolite	CHEBI:16474	ChEBI	
CAT 	Protein	P04040	Uniprot-TrEMBL	
NCF2 	Protein	P19878	Uniprot-TrEMBL	
FAD 	Metabolite	CHEBI:16238	ChEBI	
CCS:Zn2+:Cu1+ dimer	Complex	R-HSA-3299731	Reactome	
GP4G	Metabolite	CHEBI:15883	ChEBI	
Cytochrome c
(oxidised)	Complex	R-HSA-352607	Reactome	
GSSG	Metabolite	CHEBI:17858	ChEBI	
O2.-	Metabolite	CHEBI:18421	ChEBI	
TNXRD1:FAD dimer	Complex	R-HSA-73532	Reactome	
H+	Metabolite	CHEBI:15378	ChEBI	
NUDT2	Protein	P50583	Uniprot-TrEMBL	
ATOX1 	Protein	O00244	Uniprot-TrEMBL	
GPX1 tetramer	Complex	R-HSA-71674	Reactome	
CYCS 	Protein	P99999	Uniprot-TrEMBL	
CCS 	Protein	O14618	Uniprot-TrEMBL	
Cu1+ 	Metabolite	CHEBI:49552	ChEBI	
GSSG	Metabolite	CHEBI:17858	ChEBI	
O2	Metabolite	CHEBI:15379	ChEBI	
H2O	Metabolite	CHEBI:15377	ChEBI	
Cu1+ 	Metabolite	CHEBI:49552	ChEBI	
Cu2+ 	Metabolite	CHEBI:29036	ChEBI	
ferriheme 	Metabolite	CHEBI:38574	ChEBI	
GPX5 	Protein	O75715	Uniprot-TrEMBL	
2xHC-SOD1 	Protein	P00441	Uniprot-TrEMBL	
H2O2	Metabolite	CHEBI:16240	ChEBI	
Cu1+ 	Metabolite	CHEBI:49552	ChEBI	
CYBB 	Protein	P04839	Uniprot-TrEMBL	
H2O	Metabolite	CHEBI:15377	ChEBI	
2xHC-SOD1:Zn2+:Cu2+
dimer	Complex	R-HSA-3299679	Reactome	
GPX3 tetramer	Complex	R-HSA-3341349	Reactome	
H+	Metabolite	CHEBI:15378	ChEBI	
PRDX5	Protein	P30044-2	Uniprot-TrEMBL	
Cu1+ 	Metabolite	CHEBI:49552	ChEBI	
TXNRD2 	Protein	Q9NNW7	Uniprot-TrEMBL	
H2O2	Metabolite	CHEBI:16240	ChEBI	
O2	Metabolite	CHEBI:15379	ChEBI	
H2O2	Metabolite	CHEBI:16240	ChEBI	
PRDX6:GSTP1	Complex	R-HSA-3343687	Reactome	
Zn2+ 	Metabolite	CHEBI:29105	ChEBI	
NOX4 	Protein	Q9NPH5	Uniprot-TrEMBL	
NO	Metabolite	CHEBI:16480	ChEBI	
GSSG	Metabolite	CHEBI:17858	ChEBI	
Zn2+ 	Metabolite	CHEBI:29105	ChEBI	
H+	Metabolite	CHEBI:15378	ChEBI	
SOD2 	Protein	P04179	Uniprot-TrEMBL	
SOD3 tetramer	Complex	R-HSA-3697840	Reactome	
ATOX1:Cu1+	Complex	R-HSA-3697875	Reactome	
SOD3	Protein	P08294	Uniprot-TrEMBL	
Cu1+ 	Metabolite	CHEBI:49552	ChEBI	
TXN2	Protein	Q99757	Uniprot-TrEMBL	
TXN	Protein	P10599	Uniprot-TrEMBL	
Peroxynitrite	Metabolite	CHEBI:25941	ChEBI	
CCS 	Protein	O14618	Uniprot-TrEMBL	
CCS:Cu1+ dimer	Complex	R-HSA-3780985	Reactome	
CCS 	Protein	O14618	Uniprot-TrEMBL	
heme 	Metabolite	CHEBI:17627	ChEBI	
Cu1+ 	Metabolite	CHEBI:49552	ChEBI	
NADPH	Metabolite	CHEBI:16474	ChEBI	
SOD2 tetramer	Complex	R-HSA-3299689	Reactome	
GSR-2:FAD dimer	Complex	R-HSA-71680	Reactome	
L-selenoC49-GPX1 	Protein	P07203	Uniprot-TrEMBL	
FAD 	Metabolite	CHEBI:16238	ChEBI	
SOD1 dimer	Complex	R-HSA-3777109	Reactome	
NADP+	Metabolite	CHEBI:18009	ChEBI	
H2O	Metabolite	CHEBI:15377	ChEBI	
NADPH	Metabolite	CHEBI:16474	ChEBI	
GPX8 	Protein	Q8TED1	Uniprot-TrEMBL	
GTP	Metabolite	CHEBI:15996	ChEBI	
NCF1 	Protein	P14598	Uniprot-TrEMBL	
H2O	Metabolite	CHEBI:15377	ChEBI	
CYBA 	Protein	P13498	Uniprot-TrEMBL	
