ID	Database
15522866	Pubmed
11940519	Pubmed
8340364	Pubmed
8101838	Pubmed
8910405	Pubmed
24652292	Pubmed
17673510	Pubmed
11829495	Pubmed
11834742	Pubmed
15591059	Pubmed
15121838	Pubmed
16125675	Pubmed
12527723	Pubmed
8288239	Pubmed
14674884	Pubmed
26522469	Pubmed
15151999	Pubmed
11417227	Pubmed
12809675	Pubmed
8702519	Pubmed
10698697	Pubmed
8806637	Pubmed
9171822	Pubmed
10391915	Pubmed
15918515	Pubmed
21097500	Pubmed
15090606	Pubmed
14966140	Pubmed
10485994	Pubmed
12202949	Pubmed
9174363	Pubmed
18195088	Pubmed
12626430	Pubmed
10585886	Pubmed
11318953	Pubmed
10930503	Pubmed
10049700	Pubmed
8010975	Pubmed
11591158	Pubmed
11751519	Pubmed
10581036	Pubmed
10947946	Pubmed
17692818	Pubmed
9878049	Pubmed
10823827	Pubmed
11243884	Pubmed
15286788	Pubmed
15286787	Pubmed
11279194	Pubmed
11342143	Pubmed
18166528	Pubmed
10891391	Pubmed
10863037	Pubmed
8812482	Pubmed
8528245	Pubmed
11247665	Pubmed
8896562	Pubmed
7683425	Pubmed
9299407	Pubmed
7756356	Pubmed
7896779	Pubmed
7631746	Pubmed
10444453	Pubmed
2536298	Pubmed
9933641	Pubmed
11880379	Pubmed
16358214	Pubmed
4441366	Pubmed
8663127	Pubmed
10347194	Pubmed
12106695	Pubmed
10600773	Pubmed
12368912	Pubmed
10329428	Pubmed
16960801	Pubmed
8327470	Pubmed
12379267	Pubmed
10198426	Pubmed
12324554	Pubmed
15659399	Pubmed
15592994	Pubmed
11897791	Pubmed
10571941	Pubmed
27102039	Pubmed
22649030	Pubmed
9537412	Pubmed
10516278	Pubmed
8302848	Pubmed
2078500	Pubmed
16226721	Pubmed
7629105	Pubmed
8640224	Pubmed
10446133	Pubmed
18599538	Pubmed
11741232	Pubmed
16914891	Pubmed
12151341	Pubmed
11698620	Pubmed
8632143	Pubmed
9235899	Pubmed
10545938	Pubmed
9651366	Pubmed
24472682	Pubmed
12107270	Pubmed
12930836	Pubmed
11278508	Pubmed
11827462	Pubmed
23506885	Pubmed
12713736	Pubmed
7923357	Pubmed
10358010	Pubmed
7589472	Pubmed
10903140	Pubmed
15632147	Pubmed
